template_id,category,question_template
346,combinatorial_templates,Compute max ball runs by batsman in overs {over_start}-{over_end} and sort highest first.
347,combinatorial_templates,Compute boundary balls by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
348,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler on non-boundary scoring balls and sort highest first.
349,combinatorial_templates,Compute sixes by batsman and over where implied extras > 0 and sort lowest first.
350,combinatorial_templates,Compute total runs by batsman vs bowler in the final {window_overs} overs and sort highest first.
351,combinatorial_templates,Compute dot balls by batsman vs bowler on non-boundary scoring balls and sort highest first.
352,combinatorial_templates,Compute total runs by over on dot balls only and sort highest first.
353,combinatorial_templates,Compute boundary balls by batsman vs bowler where commentary contains '{term}' and sort lowest first.
354,combinatorial_templates,Compute bat runs by batsman and over where batsman is {batsman} and sort lowest first.
355,combinatorial_templates,Compute avg runs/ball by over where bowler is {bowler} and sort highest first.
356,combinatorial_templates,Compute max ball runs by batsman and over on non-boundary scoring balls and sort highest first.
357,combinatorial_templates,Compute sixes by batsman on boundary balls only and sort highest first.
358,combinatorial_templates,Compute boundary balls by batsman and over in overs {over_start}-{over_end} and sort lowest first.
359,combinatorial_templates,Compute bat runs by batsman vs bowler on non-boundary scoring balls and sort highest first.
360,combinatorial_templates,Compute boundary balls by bowler and over where bowler is {bowler} and sort highest first.
361,combinatorial_templates,Compute bat runs by batsman and over where commentary contains '{term}' and sort lowest first.
362,combinatorial_templates,Compute fours by bowler and over on boundary balls only and sort lowest first.
363,combinatorial_templates,Compute avg bat runs/ball by bowler and over in overs {over_start}-{over_end} and sort lowest first.
364,combinatorial_templates,Compute total runs by bowler where batsman is {batsman} and sort highest first.
365,combinatorial_templates,Compute max bat runs by over in overs {over_start}-{over_end} and sort lowest first.
366,combinatorial_templates,Compute max bat runs by over on non-boundary scoring balls and sort lowest first.
367,combinatorial_templates,Compute avg bat runs/ball by over in the final {window_overs} overs and sort highest first.
368,combinatorial_templates,Compute boundary balls by batsman and over where implied extras > 0 and sort highest first.
369,combinatorial_templates,Compute implied extras by batsman and over where bowler is {bowler} and sort highest first.
370,combinatorial_templates,Compute avg runs/ball by batsman where bowler is {bowler} and sort lowest first.
371,combinatorial_templates,Compute avg runs/ball by batsman in overs {over_start}-{over_end} and sort highest first.
372,combinatorial_templates,Compute total runs by bowler and over on dot balls only and sort highest first.
373,combinatorial_templates,Compute implied extras by over where implied extras > 0 and sort lowest first.
374,combinatorial_templates,Compute implied extras by bowler and over on boundary balls only and sort lowest first.
375,combinatorial_templates,Compute implied extras by bowler on dot balls only and sort highest first.
376,combinatorial_templates,Compute fours by batsman vs bowler on non-boundary scoring balls and sort lowest first.
377,combinatorial_templates,Compute total runs by batsman vs bowler on non-boundary scoring balls and sort highest first.
378,combinatorial_templates,Compute total runs by bowler and over where implied extras > 0 and sort lowest first.
379,combinatorial_templates,Compute fours by bowler and over in overs {over_start}-{over_end} and sort highest first.
380,combinatorial_templates,Compute max ball runs by over where bowler is {bowler} and sort lowest first.
381,combinatorial_templates,Compute avg runs/ball by batsman vs bowler on boundary balls only and sort lowest first.
382,combinatorial_templates,Compute fours by batsman and over in overs {over_start}-{over_end} and sort lowest first.
383,combinatorial_templates,Compute boundary balls by bowler and over where batsman is {batsman} and sort lowest first.
384,combinatorial_templates,Compute fours by bowler and over on dot balls only and sort highest first.
385,combinatorial_templates,Compute total runs by over on boundary balls only and sort highest first.
386,combinatorial_templates,Compute avg runs/ball by batsman in overs {over_start}-{over_end} and sort lowest first.
387,combinatorial_templates,Compute avg runs/ball by batsman and over in the final {window_overs} overs and sort highest first.
388,combinatorial_templates,Compute sixes by bowler and over where implied extras > 0 and sort highest first.
389,combinatorial_templates,Compute avg runs/ball by bowler on dot balls only and sort lowest first.
390,combinatorial_templates,Compute bat runs by batsman on dot balls only and sort highest first.
391,combinatorial_templates,Compute dot balls by bowler and over where commentary contains '{term}' and sort highest first.
392,combinatorial_templates,Compute sixes by bowler and over on dot balls only and sort highest first.
393,combinatorial_templates,Compute implied extras by batsman and over on boundary balls only and sort highest first.
394,combinatorial_templates,Compute implied extras by batsman on non-boundary scoring balls and sort lowest first.
395,combinatorial_templates,Compute bat runs by bowler and over on non-boundary scoring balls and sort lowest first.
396,combinatorial_templates,Compute dot balls by batsman and over in overs {over_start}-{over_end} and sort lowest first.
397,combinatorial_templates,Compute avg runs/ball by bowler on boundary balls only and sort highest first.
398,combinatorial_templates,Compute implied extras by over where batsman is {batsman} and sort highest first.
399,combinatorial_templates,Compute sixes by batsman and over on dot balls only and sort highest first.
400,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
401,combinatorial_templates,Compute implied extras by batsman vs bowler where commentary contains '{term}' and sort highest first.
402,combinatorial_templates,Compute max bat runs by bowler and over on non-boundary scoring balls and sort highest first.
403,combinatorial_templates,Compute boundary balls by over on non-boundary scoring balls and sort highest first.
404,combinatorial_templates,Compute implied extras by batsman vs bowler on dot balls only and sort lowest first.
405,combinatorial_templates,Compute fours by over in overs {over_start}-{over_end} and sort lowest first.
406,combinatorial_templates,Compute dot balls by over where commentary contains '{term}' and sort lowest first.
407,combinatorial_templates,Compute dot balls by batsman where commentary contains '{term}' and sort highest first.
408,combinatorial_templates,Compute avg runs/ball by over where bowler is {bowler} and sort lowest first.
409,combinatorial_templates,Compute bat runs by over where commentary contains '{term}' and sort lowest first.
410,combinatorial_templates,Compute max ball runs by batsman and over in overs {over_start}-{over_end} and sort lowest first.
411,combinatorial_templates,Compute fours by batsman vs bowler where implied extras > 0 and sort lowest first.
412,combinatorial_templates,Compute boundary balls by batsman and over where implied extras > 0 and sort lowest first.
413,combinatorial_templates,Compute fours by over where batsman is {batsman} and sort highest first.
414,combinatorial_templates,Compute avg runs/ball by bowler where implied extras > 0 and sort highest first.
415,combinatorial_templates,Compute avg bat runs/ball by bowler and over on boundary balls only and sort lowest first.
416,combinatorial_templates,Compute total runs by batsman vs bowler on dot balls only and sort lowest first.
417,combinatorial_templates,Compute max bat runs by batsman on dot balls only and sort highest first.
418,combinatorial_templates,Compute fours by batsman vs bowler on dot balls only and sort highest first.
419,combinatorial_templates,Compute dot balls by bowler where bowler is {bowler} and sort lowest first.
420,combinatorial_templates,Compute bat runs by batsman on boundary balls only and sort lowest first.
421,combinatorial_templates,Compute total runs by bowler on dot balls only and sort lowest first.
422,combinatorial_templates,Compute bat runs by batsman where batsman is {batsman} and sort highest first.
423,combinatorial_templates,Compute total runs by bowler and over in overs {over_start}-{over_end} and sort lowest first.
424,combinatorial_templates,Compute fours by over in the final {window_overs} overs and sort lowest first.
425,combinatorial_templates,Compute implied extras by over where commentary contains '{term}' and sort lowest first.
426,combinatorial_templates,Compute max bat runs by batsman vs bowler where batsman is {batsman} and sort lowest first.
427,combinatorial_templates,Compute implied extras by batsman and over where bowler is {bowler} and sort lowest first.
428,combinatorial_templates,Compute dot balls by batsman vs bowler where commentary contains '{term}' and sort lowest first.
429,combinatorial_templates,Compute sixes by bowler and over in the final {window_overs} overs and sort lowest first.
430,combinatorial_templates,Compute avg bat runs/ball by bowler where implied extras > 0 and sort lowest first.
431,combinatorial_templates,Compute max bat runs by batsman where implied extras > 0 and sort highest first.
432,combinatorial_templates,Compute avg runs/ball by batsman and over on boundary balls only and sort highest first.
433,combinatorial_templates,Compute avg runs/ball by batsman where implied extras > 0 and sort highest first.
434,combinatorial_templates,Compute fours by bowler where batsman is {batsman} and sort highest first.
435,combinatorial_templates,Compute total runs by batsman and over on non-boundary scoring balls and sort highest first.
436,combinatorial_templates,Compute max ball runs by batsman and over on boundary balls only and sort lowest first.
437,combinatorial_templates,Compute avg bat runs/ball by batsman on boundary balls only and sort lowest first.
438,combinatorial_templates,Compute dot balls by bowler and over on boundary balls only and sort highest first.
439,combinatorial_templates,Compute total runs by batsman and over in the final {window_overs} overs and sort lowest first.
440,combinatorial_templates,Compute bat runs by bowler on dot balls only and sort lowest first.
441,combinatorial_templates,Compute fours by batsman where batsman is {batsman} and sort highest first.
442,combinatorial_templates,Compute sixes by batsman in overs {over_start}-{over_end} and sort highest first.
443,combinatorial_templates,Compute avg runs/ball by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
444,combinatorial_templates,Compute implied extras by bowler where batsman is {batsman} and sort lowest first.
445,combinatorial_templates,Compute boundary balls by over in the final {window_overs} overs and sort highest first.
446,combinatorial_templates,Compute avg runs/ball by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
447,combinatorial_templates,Compute dot balls by over in overs {over_start}-{over_end} and sort lowest first.
448,combinatorial_templates,Compute bat runs by over where implied extras > 0 and sort highest first.
449,combinatorial_templates,Compute bat runs by batsman vs bowler where batsman is {batsman} and sort highest first.
450,combinatorial_templates,Compute sixes by batsman vs bowler where batsman is {batsman} and sort highest first.
451,combinatorial_templates,Compute total runs by batsman and over on dot balls only and sort lowest first.
452,combinatorial_templates,Compute avg runs/ball by bowler where batsman is {batsman} and sort lowest first.
453,combinatorial_templates,Compute avg bat runs/ball by over where batsman is {batsman} and sort highest first.
454,combinatorial_templates,Compute max ball runs by bowler and over in overs {over_start}-{over_end} and sort highest first.
455,combinatorial_templates,Compute total runs by bowler in overs {over_start}-{over_end} and sort highest first.
456,combinatorial_templates,Compute implied extras by batsman vs bowler where implied extras > 0 and sort highest first.
457,combinatorial_templates,Compute implied extras by batsman where batsman is {batsman} and sort highest first.
458,combinatorial_templates,Compute bat runs by batsman and over where implied extras > 0 and sort lowest first.
459,combinatorial_templates,Compute max bat runs by bowler and over on boundary balls only and sort highest first.
460,combinatorial_templates,Compute bat runs by over in the final {window_overs} overs and sort lowest first.
461,combinatorial_templates,Compute sixes by batsman vs bowler where bowler is {bowler} and sort highest first.
462,combinatorial_templates,Compute total runs by batsman where implied extras > 0 and sort highest first.
463,combinatorial_templates,Compute sixes by batsman where commentary contains '{term}' and sort lowest first.
464,combinatorial_templates,Compute implied extras by bowler and over where implied extras > 0 and sort highest first.
465,combinatorial_templates,Compute fours by batsman where bowler is {bowler} and sort lowest first.
466,combinatorial_templates,Compute avg runs/ball by batsman vs bowler where implied extras > 0 and sort lowest first.
467,combinatorial_templates,Compute max ball runs by batsman in the final {window_overs} overs and sort highest first.
468,combinatorial_templates,Compute dot balls by batsman where batsman is {batsman} and sort highest first.
469,combinatorial_templates,Compute boundary balls by bowler on dot balls only and sort lowest first.
470,combinatorial_templates,Compute max bat runs by batsman and over on non-boundary scoring balls and sort highest first.
471,combinatorial_templates,Compute fours by batsman where batsman is {batsman} and sort lowest first.
472,combinatorial_templates,Compute total runs by bowler and over where commentary contains '{term}' and sort highest first.
473,combinatorial_templates,Compute total runs by over where batsman is {batsman} and sort lowest first.
474,combinatorial_templates,Compute avg runs/ball by bowler and over on boundary balls only and sort highest first.
475,combinatorial_templates,Compute sixes by batsman and over on non-boundary scoring balls and sort highest first.
476,combinatorial_templates,Compute avg runs/ball by batsman and over where commentary contains '{term}' and sort highest first.
477,combinatorial_templates,Compute total runs by over on non-boundary scoring balls and sort highest first.
478,combinatorial_templates,Compute total runs by bowler on dot balls only and sort highest first.
479,combinatorial_templates,Compute avg runs/ball by batsman vs bowler where commentary contains '{term}' and sort highest first.
480,combinatorial_templates,Compute boundary balls by batsman on boundary balls only and sort highest first.
481,combinatorial_templates,Compute avg runs/ball by bowler in overs {over_start}-{over_end} and sort highest first.
482,combinatorial_templates,Compute implied extras by batsman on boundary balls only and sort highest first.
483,combinatorial_templates,Compute dot balls by bowler and over where bowler is {bowler} and sort highest first.
484,combinatorial_templates,Compute boundary balls by bowler where batsman is {batsman} and sort lowest first.
485,combinatorial_templates,Compute avg runs/ball by batsman vs bowler where batsman is {batsman} and sort highest first.
486,combinatorial_templates,Compute bat runs by batsman where bowler is {bowler} and sort lowest first.
487,combinatorial_templates,Compute bat runs by batsman vs bowler on non-boundary scoring balls and sort lowest first.
488,combinatorial_templates,Compute avg bat runs/ball by batsman and over where commentary contains '{term}' and sort highest first.
489,combinatorial_templates,Compute avg bat runs/ball by over on boundary balls only and sort lowest first.
490,combinatorial_templates,Compute dot balls by over where implied extras > 0 and sort highest first.
491,combinatorial_templates,Compute bat runs by over on boundary balls only and sort lowest first.
492,combinatorial_templates,Compute avg bat runs/ball by batsman and over on dot balls only and sort lowest first.
493,combinatorial_templates,Compute total runs by bowler and over where batsman is {batsman} and sort highest first.
494,combinatorial_templates,Compute avg runs/ball by bowler in the final {window_overs} overs and sort highest first.
495,combinatorial_templates,Compute max ball runs by bowler and over on non-boundary scoring balls and sort highest first.
496,combinatorial_templates,Compute total runs by over in overs {over_start}-{over_end} and sort lowest first.
497,combinatorial_templates,Compute avg runs/ball by bowler and over in overs {over_start}-{over_end} and sort highest first.
498,combinatorial_templates,Compute bat runs by batsman vs bowler where bowler is {bowler} and sort lowest first.
499,combinatorial_templates,Compute total runs by bowler on non-boundary scoring balls and sort lowest first.
500,combinatorial_templates,Compute boundary balls by over on boundary balls only and sort lowest first.
501,combinatorial_templates,Compute fours by over on boundary balls only and sort lowest first.
502,combinatorial_templates,Compute bat runs by bowler in the final {window_overs} overs and sort lowest first.
503,combinatorial_templates,Compute total runs by bowler where commentary contains '{term}' and sort highest first.
504,combinatorial_templates,Compute max ball runs by over where bowler is {bowler} and sort highest first.
505,combinatorial_templates,Compute dot balls by batsman and over where bowler is {bowler} and sort lowest first.
506,combinatorial_templates,Compute avg runs/ball by bowler and over on non-boundary scoring balls and sort highest first.
507,combinatorial_templates,Compute implied extras by bowler on boundary balls only and sort lowest first.
508,combinatorial_templates,Compute sixes by batsman on non-boundary scoring balls and sort highest first.
509,combinatorial_templates,Compute bat runs by over in overs {over_start}-{over_end} and sort lowest first.
510,combinatorial_templates,Compute sixes by batsman and over on non-boundary scoring balls and sort lowest first.
511,combinatorial_templates,Compute max bat runs by batsman and over where bowler is {bowler} and sort lowest first.
512,combinatorial_templates,Compute max bat runs by batsman vs bowler on dot balls only and sort lowest first.
513,combinatorial_templates,Compute max ball runs by batsman vs bowler in the final {window_overs} overs and sort highest first.
514,combinatorial_templates,Compute max ball runs by batsman on boundary balls only and sort lowest first.
515,combinatorial_templates,Compute bat runs by over where batsman is {batsman} and sort lowest first.
516,combinatorial_templates,Compute avg runs/ball by over on dot balls only and sort lowest first.
517,combinatorial_templates,Compute max ball runs by batsman and over on boundary balls only and sort highest first.
518,combinatorial_templates,Compute max ball runs by batsman vs bowler on non-boundary scoring balls and sort highest first.
519,combinatorial_templates,Compute bat runs by bowler on non-boundary scoring balls and sort highest first.
520,combinatorial_templates,Compute fours by over on dot balls only and sort highest first.
521,combinatorial_templates,Compute max ball runs by bowler where bowler is {bowler} and sort lowest first.
522,combinatorial_templates,Compute max ball runs by over where commentary contains '{term}' and sort lowest first.
523,combinatorial_templates,Compute boundary balls by bowler where batsman is {batsman} and sort highest first.
524,combinatorial_templates,Compute total runs by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
525,combinatorial_templates,Compute bat runs by bowler and over where batsman is {batsman} and sort highest first.
526,combinatorial_templates,Compute bat runs by batsman where commentary contains '{term}' and sort highest first.
527,combinatorial_templates,Compute fours by bowler and over where bowler is {bowler} and sort highest first.
528,combinatorial_templates,Compute max ball runs by batsman on dot balls only and sort highest first.
529,combinatorial_templates,Compute boundary balls by batsman vs bowler where bowler is {bowler} and sort lowest first.
530,combinatorial_templates,Compute bat runs by over in overs {over_start}-{over_end} and sort highest first.
531,combinatorial_templates,Compute dot balls by batsman and over where batsman is {batsman} and sort lowest first.
532,combinatorial_templates,Compute avg runs/ball by bowler on dot balls only and sort highest first.
533,combinatorial_templates,Compute implied extras by bowler and over on dot balls only and sort lowest first.
534,combinatorial_templates,Compute dot balls by batsman and over in the final {window_overs} overs and sort lowest first.
535,combinatorial_templates,Compute fours by over where commentary contains '{term}' and sort lowest first.
536,combinatorial_templates,Compute sixes by bowler and over where implied extras > 0 and sort lowest first.
537,combinatorial_templates,Compute avg runs/ball by batsman and over on dot balls only and sort highest first.
538,combinatorial_templates,Compute avg runs/ball by over where batsman is {batsman} and sort highest first.
539,combinatorial_templates,Compute implied extras by batsman and over where batsman is {batsman} and sort highest first.
540,combinatorial_templates,Compute dot balls by bowler on dot balls only and sort lowest first.
541,combinatorial_templates,Compute avg runs/ball by bowler and over where batsman is {batsman} and sort highest first.
542,combinatorial_templates,Compute total runs by batsman vs bowler where commentary contains '{term}' and sort highest first.
543,combinatorial_templates,Compute max bat runs by batsman on boundary balls only and sort lowest first.
544,combinatorial_templates,Compute max ball runs by batsman vs bowler on boundary balls only and sort lowest first.
545,combinatorial_templates,Compute bat runs by bowler in the final {window_overs} overs and sort highest first.
546,combinatorial_templates,Compute avg runs/ball by batsman on non-boundary scoring balls and sort highest first.
547,combinatorial_templates,Compute fours by bowler on boundary balls only and sort highest first.
548,combinatorial_templates,Compute implied extras by batsman where implied extras > 0 and sort highest first.
549,combinatorial_templates,Compute fours by bowler and over in overs {over_start}-{over_end} and sort lowest first.
550,combinatorial_templates,Compute fours by batsman in overs {over_start}-{over_end} and sort highest first.
551,combinatorial_templates,Compute fours by over on boundary balls only and sort highest first.
552,combinatorial_templates,Compute max ball runs by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
553,combinatorial_templates,Compute bat runs by batsman and over on non-boundary scoring balls and sort highest first.
554,combinatorial_templates,Compute sixes by batsman and over where batsman is {batsman} and sort highest first.
555,combinatorial_templates,Compute sixes by over on boundary balls only and sort highest first.
556,combinatorial_templates,Compute boundary balls by batsman and over where commentary contains '{term}' and sort lowest first.
557,combinatorial_templates,Compute boundary balls by batsman and over where batsman is {batsman} and sort lowest first.
558,combinatorial_templates,Compute implied extras by bowler and over where commentary contains '{term}' and sort lowest first.
559,combinatorial_templates,Compute sixes by batsman and over on boundary balls only and sort highest first.
560,combinatorial_templates,Compute max ball runs by over on boundary balls only and sort lowest first.
561,combinatorial_templates,Compute dot balls by bowler and over where batsman is {batsman} and sort lowest first.
562,combinatorial_templates,Compute dot balls by bowler on dot balls only and sort highest first.
563,combinatorial_templates,Compute bat runs by batsman vs bowler where commentary contains '{term}' and sort lowest first.
564,combinatorial_templates,Compute bat runs by batsman where batsman is {batsman} and sort lowest first.
565,combinatorial_templates,Compute fours by batsman vs bowler in the final {window_overs} overs and sort lowest first.
566,combinatorial_templates,Compute fours by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
567,combinatorial_templates,Compute avg runs/ball by batsman and over on dot balls only and sort lowest first.
568,combinatorial_templates,Compute boundary balls by bowler and over where commentary contains '{term}' and sort highest first.
569,combinatorial_templates,Compute implied extras by bowler where implied extras > 0 and sort lowest first.
570,combinatorial_templates,Compute dot balls by over where batsman is {batsman} and sort highest first.
571,combinatorial_templates,Compute max ball runs by bowler and over on dot balls only and sort highest first.
572,combinatorial_templates,Compute max ball runs by bowler on non-boundary scoring balls and sort highest first.
573,combinatorial_templates,Compute boundary balls by bowler on boundary balls only and sort lowest first.
574,combinatorial_templates,Compute max ball runs by batsman where bowler is {bowler} and sort lowest first.
575,combinatorial_templates,Compute dot balls by batsman and over in the final {window_overs} overs and sort highest first.
576,combinatorial_templates,Compute sixes by bowler and over where batsman is {batsman} and sort lowest first.
577,combinatorial_templates,Compute avg runs/ball by over on dot balls only and sort highest first.
578,combinatorial_templates,Compute dot balls by over where commentary contains '{term}' and sort highest first.
579,combinatorial_templates,Compute bat runs by batsman on non-boundary scoring balls and sort lowest first.
580,combinatorial_templates,Compute max ball runs by over on non-boundary scoring balls and sort lowest first.
581,combinatorial_templates,Compute total runs by batsman vs bowler where bowler is {bowler} and sort lowest first.
582,combinatorial_templates,Compute implied extras by over on dot balls only and sort highest first.
583,combinatorial_templates,Compute fours by bowler and over where batsman is {batsman} and sort lowest first.
584,combinatorial_templates,Compute avg bat runs/ball by bowler where bowler is {bowler} and sort highest first.
585,combinatorial_templates,Compute avg runs/ball by bowler and over where implied extras > 0 and sort lowest first.
586,combinatorial_templates,Compute sixes by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
587,combinatorial_templates,Compute fours by batsman on non-boundary scoring balls and sort highest first.
588,combinatorial_templates,Compute max ball runs by batsman vs bowler where implied extras > 0 and sort highest first.
589,combinatorial_templates,Compute avg bat runs/ball by bowler and over where implied extras > 0 and sort highest first.
590,combinatorial_templates,Compute bat runs by bowler where bowler is {bowler} and sort highest first.
591,combinatorial_templates,Compute avg bat runs/ball by over on non-boundary scoring balls and sort highest first.
592,combinatorial_templates,Compute bat runs by batsman in overs {over_start}-{over_end} and sort highest first.
593,combinatorial_templates,Compute avg runs/ball by over where implied extras > 0 and sort highest first.
594,combinatorial_templates,Compute max bat runs by batsman and over in the final {window_overs} overs and sort lowest first.
595,combinatorial_templates,Compute sixes by batsman vs bowler on boundary balls only and sort lowest first.
596,combinatorial_templates,Compute fours by over on non-boundary scoring balls and sort lowest first.
597,combinatorial_templates,Compute total runs by batsman on non-boundary scoring balls and sort highest first.
598,combinatorial_templates,Compute bat runs by batsman and over on boundary balls only and sort highest first.
599,combinatorial_templates,Compute sixes by over where commentary contains '{term}' and sort lowest first.
600,combinatorial_templates,Compute boundary balls by batsman and over where commentary contains '{term}' and sort highest first.
601,combinatorial_templates,Compute sixes by bowler and over where commentary contains '{term}' and sort lowest first.
602,combinatorial_templates,Compute avg runs/ball by bowler and over where batsman is {batsman} and sort lowest first.
603,combinatorial_templates,Compute implied extras by bowler in the final {window_overs} overs and sort lowest first.
604,combinatorial_templates,Compute dot balls by batsman and over where bowler is {bowler} and sort highest first.
605,combinatorial_templates,Compute boundary balls by bowler where commentary contains '{term}' and sort highest first.
606,combinatorial_templates,Compute sixes by batsman vs bowler on non-boundary scoring balls and sort highest first.
607,combinatorial_templates,Compute max bat runs by batsman and over where batsman is {batsman} and sort highest first.
608,combinatorial_templates,Compute total runs by over where commentary contains '{term}' and sort highest first.
609,combinatorial_templates,Compute bat runs by batsman where implied extras > 0 and sort lowest first.
610,combinatorial_templates,Compute avg runs/ball by bowler on boundary balls only and sort lowest first.
611,combinatorial_templates,Compute max ball runs by batsman and over where bowler is {bowler} and sort highest first.
612,combinatorial_templates,Compute boundary balls by bowler on dot balls only and sort highest first.
613,combinatorial_templates,Compute dot balls by over on non-boundary scoring balls and sort highest first.
614,combinatorial_templates,Compute implied extras by batsman where bowler is {bowler} and sort lowest first.
615,combinatorial_templates,Compute boundary balls by batsman and over in the final {window_overs} overs and sort lowest first.
616,combinatorial_templates,Compute max ball runs by batsman and over in the final {window_overs} overs and sort highest first.
617,combinatorial_templates,Compute dot balls by bowler and over in overs {over_start}-{over_end} and sort highest first.
618,combinatorial_templates,Compute implied extras by batsman and over where batsman is {batsman} and sort lowest first.
619,combinatorial_templates,Compute avg bat runs/ball by batsman on non-boundary scoring balls and sort lowest first.
620,combinatorial_templates,Compute max ball runs by batsman and over where batsman is {batsman} and sort lowest first.
621,combinatorial_templates,Compute sixes by over where batsman is {batsman} and sort highest first.
622,combinatorial_templates,Compute boundary balls by bowler and over where batsman is {batsman} and sort highest first.
623,combinatorial_templates,Compute sixes by batsman and over where bowler is {bowler} and sort lowest first.
624,combinatorial_templates,Compute dot balls by over on non-boundary scoring balls and sort lowest first.
625,combinatorial_templates,Compute total runs by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
626,combinatorial_templates,Compute avg bat runs/ball by over where batsman is {batsman} and sort lowest first.
627,combinatorial_templates,Compute avg bat runs/ball by over where commentary contains '{term}' and sort lowest first.
628,combinatorial_templates,Compute sixes by batsman vs bowler where implied extras > 0 and sort lowest first.
629,combinatorial_templates,Compute max ball runs by over on dot balls only and sort highest first.
630,combinatorial_templates,Compute avg bat runs/ball by over on dot balls only and sort highest first.
631,combinatorial_templates,Compute dot balls by batsman in overs {over_start}-{over_end} and sort lowest first.
632,combinatorial_templates,Compute bat runs by bowler and over where batsman is {batsman} and sort lowest first.
633,combinatorial_templates,Compute implied extras by batsman where batsman is {batsman} and sort lowest first.
634,combinatorial_templates,Compute max bat runs by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
635,combinatorial_templates,Compute max ball runs by bowler and over on boundary balls only and sort highest first.
636,combinatorial_templates,Compute max ball runs by bowler and over where bowler is {bowler} and sort highest first.
637,combinatorial_templates,Compute sixes by batsman where bowler is {bowler} and sort lowest first.
638,combinatorial_templates,Compute boundary balls by batsman in the final {window_overs} overs and sort highest first.
639,combinatorial_templates,Compute avg runs/ball by bowler and over in the final {window_overs} overs and sort highest first.
640,combinatorial_templates,Compute bat runs by batsman and over on dot balls only and sort highest first.
641,combinatorial_templates,Compute dot balls by batsman where bowler is {bowler} and sort lowest first.
642,combinatorial_templates,Compute implied extras by over where bowler is {bowler} and sort lowest first.
643,combinatorial_templates,Compute total runs by bowler where implied extras > 0 and sort lowest first.
644,combinatorial_templates,Compute max bat runs by bowler and over in the final {window_overs} overs and sort highest first.
645,combinatorial_templates,Compute avg runs/ball by batsman and over on non-boundary scoring balls and sort lowest first.
646,combinatorial_templates,Compute fours by bowler on dot balls only and sort lowest first.
647,combinatorial_templates,Compute implied extras by batsman and over in the final {window_overs} overs and sort highest first.
648,combinatorial_templates,Compute bat runs by batsman and over on non-boundary scoring balls and sort lowest first.
649,combinatorial_templates,Compute total runs by bowler in the final {window_overs} overs and sort lowest first.
650,combinatorial_templates,Compute dot balls by bowler and over where batsman is {batsman} and sort highest first.
651,combinatorial_templates,Compute implied extras by bowler and over in overs {over_start}-{over_end} and sort lowest first.
652,combinatorial_templates,Compute max ball runs by bowler and over on non-boundary scoring balls and sort lowest first.
653,combinatorial_templates,Compute max bat runs by batsman vs bowler where bowler is {bowler} and sort highest first.
654,combinatorial_templates,Compute sixes by bowler where batsman is {batsman} and sort lowest first.
655,combinatorial_templates,Compute sixes by bowler on boundary balls only and sort highest first.
656,combinatorial_templates,Compute max bat runs by over where batsman is {batsman} and sort lowest first.
657,combinatorial_templates,Compute fours by bowler and over in the final {window_overs} overs and sort lowest first.
658,combinatorial_templates,Compute fours by bowler where implied extras > 0 and sort lowest first.
659,combinatorial_templates,Compute dot balls by batsman and over where implied extras > 0 and sort lowest first.
660,combinatorial_templates,Compute dot balls by bowler on non-boundary scoring balls and sort highest first.
661,combinatorial_templates,Compute avg runs/ball by over where batsman is {batsman} and sort lowest first.
662,combinatorial_templates,Compute fours by batsman and over on dot balls only and sort lowest first.
663,combinatorial_templates,Compute sixes by bowler on dot balls only and sort highest first.
664,combinatorial_templates,Compute avg runs/ball by bowler where commentary contains '{term}' and sort highest first.
665,combinatorial_templates,Compute sixes by over where implied extras > 0 and sort lowest first.
666,combinatorial_templates,Compute avg bat runs/ball by over where bowler is {bowler} and sort highest first.
667,combinatorial_templates,Compute total runs by over in the final {window_overs} overs and sort highest first.
668,combinatorial_templates,Compute total runs by batsman vs bowler on boundary balls only and sort lowest first.
669,combinatorial_templates,Compute avg runs/ball by batsman where batsman is {batsman} and sort lowest first.
670,combinatorial_templates,Compute fours by batsman vs bowler on boundary balls only and sort highest first.
671,combinatorial_templates,Compute bat runs by bowler and over on dot balls only and sort highest first.
672,combinatorial_templates,Compute boundary balls by bowler on non-boundary scoring balls and sort highest first.
673,combinatorial_templates,Compute dot balls by bowler where batsman is {batsman} and sort highest first.
674,combinatorial_templates,Compute implied extras by bowler and over where bowler is {bowler} and sort highest first.
675,combinatorial_templates,Compute fours by batsman and over on boundary balls only and sort highest first.
676,combinatorial_templates,Compute max bat runs by bowler and over on boundary balls only and sort lowest first.
677,combinatorial_templates,Compute implied extras by bowler and over where commentary contains '{term}' and sort highest first.
678,combinatorial_templates,Compute max ball runs by batsman in the final {window_overs} overs and sort lowest first.
679,combinatorial_templates,Compute avg runs/ball by batsman and over in overs {over_start}-{over_end} and sort lowest first.
